number,temperature,rainfall,humidity,apple_yeild 
2145,58.00,48.00,71.00,62.5
2146,39.00,58.00,38.00,42.3
2147,83.00,100.00,52.00,70.9
2148,76.00,64.00,61.00,66.1
2149,37.00,42.00,65.00,52.0
2150,65.00,96.00,74.00,75.7
2151,49.00,66.00,35.00,45.4
2152,42.00,28.00,62.00,49.2
2153,71.00,81.00,53.00,64.0
2154,89.00,92.00,65.00,77.6
2155,70.00,88.00,21.00,49.1
2156,46.00,37.00,75.00,58.7
2157,49.00,32.00,94.00,68.1
2158,73.00,65.00,54.00,61.9
2159,26.00,96.00,98.00,76.0
2160,89.00,28.00,95.00,79.8
2161,47.00,52.00,75.00,62.0
2162,75.00,88.00,65.00,72.6
2163,73.00,37.00,76.00,67.3
2164,28.00,86.00,67.00,59.1
2165,75.00,65.00,91.00,81.0
2166,61.00,98.00,42.00,58.900000000000006
2167,34.00,49.00,65.00,52.5
2168,83.00,93.00,78.00,82.5
2169,58.00,49.00,49.00,51.7
2170,55.00,81.00,25.00,45.2
2171,61.00,20.00,95.00,69.8
2172,87.00,69.00,52.00,65.9
2173,39.00,67.00,94.00,72.1
2174,74.00,94.00,70.00,76.0
2175,40.00,72.00,55.00,53.9
2176,94.00,31.00,42.00,55.4
2177,47.00,79.00,55.00,57.4
2178,69.00,42.00,72.00,65.1
2179,26.00,36.00,66.00,48.0
2180,23.00,64.00,77.00,58.2
2181,82.00,53.00,69.00,69.7
2182,38.00,93.00,46.00,53.0
2183,68.00,48.00,49.00,54.5
2184,20.00,43.00,32.00,30.6
2185,21.00,53.00,22.00,27.900000000000002
2186,46.00,64.00,55.00,54.1
2187,50.00,75.00,92.00,76.0
2188,68.00,53.00,71.00,66.5
2189,50.00,54.00,74.00,62.8
2190,68.00,97.00,42.00,60.8
2191,80.00,73.00,38.00,57.6
2192,74.00,21.00,56.00,54.4
2193,61.00,48.00,25.00,40.400000000000006
2194,44.00,40.00,70.00,56.2
2195,23.00,45.00,55.00,43.4
2196,85.00,69.00,42.00,60.3
2197,56.00,87.00,75.00,71.7
2198,43.00,96.00,89.00,76.6
2199,23.00,31.00,45.00,35.6
2200,67.00,80.00,25.00,48.599999999999994
2201,72.00,28.00,60.00,57.2
2202,32.00,97.00,80.00,69.0
2203,52.00,55.00,73.00,63.1
2204,30.00,56.00,85.00,62.7
2205,48.00,49.00,34.00,41.2
2206,80.00,44.00,91.00,78.3
2207,51.00,70.00,60.00,59.3
2208,71.00,70.00,95.00,82.8
2209,48.00,95.00,26.00,46.4
2210,71.00,66.00,40.00,54.5
2211,63.00,33.00,84.00,67.5
2212,83.00,45.00,52.00,59.9
2213,94.00,64.00,85.00,83.5
2214,85.00,58.00,74.00,74.1
2215,37.00,47.00,30.00,35.5
2216,77.00,82.00,88.00,83.5
2217,92.00,65.00,59.00,70.1
2218,61.00,53.00,85.00,71.4
2219,66.00,46.00,90.00,74.0
2220,84.00,60.00,38.00,56.2
2221,53.00,60.00,82.00,68.9
2222,96.00,73.00,57.00,71.9
2223,42.00,41.00,69.00,55.3
2224,54.00,25.00,23.00,32.7
2225,46.00,21.00,89.00,62.5
2226,89.00,64.00,33.00,56.0
2227,29.00,65.00,60.00,51.7
2228,91.00,83.00,88.00,87.9
2229,49.00,68.00,41.00,48.8
2230,58.00,72.00,86.00,74.8
2231,91.00,41.00,51.00,61.0
2232,56.00,41.00,46.00,48.0
2233,78.00,97.00,44.00,64.8
2234,62.00,58.00,89.00,74.7
2235,24.00,69.00,20.00,31.0
2236,94.00,34.00,65.00,67.5
2237,44.00,52.00,81.00,64.1
2238,93.00,71.00,58.00,71.1
2239,53.00,49.00,83.00,67.2
2240,72.00,96.00,73.00,77.3
2241,67.00,78.00,74.00,72.7
2242,100.00,67.00,41.00,63.9
2243,38.00,97.00,39.00,50.300000000000004
2244,76.00,80.00,99.00,88.3
2245,91.00,73.00,45.00,64.4
2246,29.00,94.00,86.00,70.5
2247,78.00,24.00,54.00,55.2
2248,22.00,77.00,60.00,52.0
2249,20.00,88.00,63.00,55.1
2250,82.00,35.00,67.00,65.1
2251,49.00,40.00,60.00,52.7
2252,47.00,97.00,58.00,62.5
2253,63.00,44.00,61.00,58.2
2254,79.00,56.00,74.00,71.9
2255,36.00,55.00,27.00,35.3
2256,52.00,28.00,45.00,43.7
2257,97.00,37.00,80.00,76.5
2258,100.00,67.00,29.00,57.9
2259,53.00,57.00,34.00,44.3
2260,97.00,55.00,62.00,71.1
2261,90.00,28.00,62.00,63.6
2262,89.00,64.00,66.00,72.5
2263,30.00,21.00,57.00,41.7
2264,33.00,78.00,65.00,58.0
2265,96.00,69.00,66.00,75.6
2266,67.00,60.00,32.00,48.099999999999994
2267,57.00,74.00,41.00,52.4
2268,38.00,29.00,87.00,60.7
2269,64.00,69.00,84.00,75.0
2270,88.00,67.00,98.00,88.8
2271,49.00,30.00,25.00,33.2
2272,47.00,24.00,47.00,42.4
2273,51.00,33.00,81.00,62.4
2274,81.00,91.00,83.00,84.0
2275,21.00,64.00,62.00,50.1
2276,84.00,69.00,99.00,88.5
2277,79.00,30.00,40.00,49.7
2278,82.00,20.00,33.00,45.099999999999994
2279,55.00,95.00,84.00,77.5
2280,23.00,98.00,22.00,37.5
2281,72.00,77.00,48.00,61.0
2282,54.00,53.00,38.00,45.8
2283,51.00,29.00,58.00,50.1
2284,26.00,75.00,26.00,35.8
2285,45.00,50.00,39.00,43.0
2286,20.00,64.00,24.00,30.8
2287,93.00,28.00,24.00,45.5
2288,91.00,71.00,42.00,62.5
2289,41.00,46.00,95.00,69.0
2290,27.00,96.00,73.00,63.800000000000004
2291,62.00,98.00,35.00,55.7
2292,27.00,23.00,54.00,39.7
2293,24.00,86.00,71.00,59.9
2294,94.00,69.00,43.00,63.5
2295,31.00,96.00,22.00,39.5
2296,85.00,79.00,43.00,62.8
2297,82.00,72.00,74.00,76.0
2298,62.00,22.00,47.00,46.5
2299,69.00,35.00,65.00,60.2
2300,81.00,91.00,54.00,69.5
2301,76.00,27.00,63.00,59.7
2302,76.00,93.00,89.00,85.9
2303,51.00,30.00,63.00,52.8
2304,44.00,92.00,54.00,58.6
2305,58.00,69.00,94.00,78.2
2306,67.00,85.00,37.00,55.599999999999994
2307,84.00,44.00,20.00,44.0
2308,48.00,54.00,71.00,60.7
2309,67.00,64.00,97.00,81.4
2310,48.00,28.00,24.00,32.0
2311,68.00,63.00,54.00,60.0
2312,22.00,80.00,42.00,43.6
2313,58.00,94.00,47.00,59.7
2314,81.00,75.00,68.00,73.3
2315,55.00,22.00,84.00,62.9
2316,30.00,21.00,37.00,31.7
2317,85.00,58.00,90.00,82.1
2318,77.00,73.00,48.00,61.7
2319,91.00,81.00,87.00,87.0
2320,82.00,56.00,65.00,68.3
2321,58.00,63.00,66.00,63.0
2322,25.00,79.00,47.00,46.8
2323,56.00,59.00,86.00,71.6
2324,38.00,61.00,90.00,68.6
2325,91.00,61.00,48.00,63.5
2326,99.00,32.00,71.00,71.6
2327,41.00,27.00,25.00,30.2
2328,37.00,91.00,66.00,62.3
2329,98.00,69.00,99.00,92.7
2330,33.00,80.00,24.00,37.9
2331,86.00,80.00,44.00,63.8
2332,60.00,45.00,75.00,64.5
2333,84.00,39.00,83.00,74.5
2334,30.00,41.00,80.00,57.2
2335,59.00,76.00,77.00,71.4
2336,90.00,42.00,94.00,82.4
2337,33.00,87.00,29.00,41.800000000000004
2338,81.00,20.00,57.00,56.8
2339,73.00,94.00,76.00,78.7
2340,47.00,56.00,96.00,73.3
2341,25.00,62.00,45.00,42.4
2342,97.00,75.00,38.00,63.099999999999994
2343,95.00,74.00,95.00,90.8
2344,25.00,64.00,29.00,34.8
2345,78.00,39.00,20.00,41.2
2346,62.00,87.00,60.00,66.0
2347,50.00,23.00,61.00,50.1
2348,52.00,87.00,57.00,61.5
2349,69.00,64.00,94.00,80.5
2350,99.00,68.00,51.00,68.8
2351,21.00,58.00,26.00,30.900000000000002
2352,86.00,43.00,74.00,71.4
2353,58.00,36.00,73.00,61.099999999999994
2354,91.00,66.00,37.00,59.0
2355,21.00,59.00,25.00,30.6
2356,63.00,96.00,57.00,66.6
2357,40.00,20.00,72.00,52.0
2358,33.00,87.00,32.00,43.300000000000004
2359,66.00,88.00,73.00,73.9
2360,24.00,94.00,25.00,38.5
2361,97.00,78.00,20.00,54.7
2362,55.00,66.00,61.00,60.2
2363,53.00,82.00,42.00,53.3
2364,22.00,61.00,84.00,60.8
2365,40.00,59.00,22.00,34.8
2366,31.00,93.00,32.00,43.9
2367,94.00,28.00,60.00,63.8
2368,99.00,69.00,83.00,85.0
2369,21.00,47.00,45.00,38.2
2370,36.00,95.00,86.00,72.8
2371,80.00,46.00,100.00,83.2
2372,41.00,94.00,23.00,42.6
2373,26.00,97.00,48.00,51.2
2374,80.00,66.00,76.00,75.2
2375,80.00,63.00,33.00,53.1
2376,25.00,48.00,83.00,58.6
2377,61.00,47.00,93.00,74.2
2378,44.00,81.00,62.00,60.4
2379,89.00,54.00,70.00,72.5
2380,44.00,72.00,73.00,64.1
2381,58.00,71.00,31.00,47.1
2382,54.00,33.00,90.00,67.8
2383,29.00,49.00,91.00,64.0
2384,60.00,51.00,63.00,59.7
2385,30.00,20.00,71.00,48.5
2386,23.00,100.00,66.00,59.9
2387,54.00,51.00,47.00,49.9
2388,35.00,98.00,30.00,45.1
2389,44.00,37.00,24.00,32.6
2390,47.00,94.00,83.00,74.4
2391,46.00,68.00,66.00,60.4
2392,67.00,75.00,76.00,73.1
2393,58.00,63.00,92.00,76.0
2394,100.00,22.00,60.00,64.4
2395,46.00,43.00,32.00,38.4
2396,66.00,86.00,32.00,53.0
2397,22.00,62.00,99.00,68.5
2398,37.00,99.00,27.00,44.4
2399,100.00,89.00,24.00,59.8
2400,65.00,25.00,71.00,60.0
2401,100.00,57.00,47.00,64.9
2402,66.00,30.00,87.00,69.3
2403,74.00,79.00,85.00,80.5
2404,85.00,58.00,32.00,53.1
2405,21.00,28.00,76.00,49.9
2406,36.00,67.00,90.00,69.2
2407,60.00,22.00,92.00,68.4
2408,55.00,85.00,60.00,63.5
2409,74.00,45.00,82.00,72.2
2410,39.00,98.00,90.00,76.3
2411,69.00,79.00,42.00,57.5
2412,97.00,51.00,49.00,63.8
2413,97.00,61.00,87.00,84.8
2414,60.00,58.00,71.00,65.1
2415,76.00,30.00,81.00,69.3
2416,46.00,73.00,87.00,71.9
2417,50.00,96.00,73.00,70.7
2418,34.00,42.00,54.00,45.6
2419,60.00,20.00,33.00,38.5
2420,69.00,56.00,45.00,54.4
2421,53.00,50.00,35.00,43.4
2422,57.00,93.00,31.00,51.2
2423,21.00,54.00,41.00,37.6
2424,42.00,79.00,54.00,55.4
2425,42.00,27.00,89.00,62.5
2426,76.00,49.00,66.00,65.6
2427,70.00,92.00,80.00,79.4
2428,57.00,40.00,45.00,47.599999999999994
2429,25.00,46.00,62.00,47.7
2430,29.00,89.00,25.00,39.0
2431,71.00,98.00,69.00,75.4
2432,31.00,79.00,47.00,48.6
2433,56.00,74.00,48.00,55.6
2434,94.00,21.00,64.00,64.4
2435,58.00,100.00,67.00,70.9
2436,57.00,100.00,28.00,51.099999999999994
2437,48.00,72.00,20.00,38.8
2438,86.00,79.00,93.00,88.1
2439,41.00,35.00,43.00,40.8
2440,72.00,27.00,38.00,46.0
2441,95.00,41.00,34.00,53.7
2442,75.00,55.00,74.00,70.5
2443,87.00,65.00,95.00,86.6
2444,84.00,69.00,49.00,63.5
2445,88.00,57.00,20.00,47.8
2446,25.00,42.00,86.00,58.9
2447,28.00,95.00,46.00,50.4
2448,48.00,79.00,97.00,78.7
2449,40.00,25.00,21.00,27.5
2450,97.00,45.00,29.00,52.599999999999994
2451,85.00,42.00,83.00,75.4
2452,92.00,100.00,81.00,88.1
2453,72.00,78.00,99.00,86.7
2454,56.00,35.00,42.00,44.8
2455,58.00,39.00,58.00,54.2
2456,99.00,46.00,56.00,66.9
2457,28.00,82.00,22.00,35.800000000000004
2458,93.00,93.00,44.00,68.5
2459,23.00,32.00,83.00,54.8
2460,49.00,67.00,76.00,66.1
2461,27.00,63.00,93.00,67.2
2462,91.00,63.00,92.00,85.9
2463,26.00,51.00,70.00,53.0
2464,95.00,67.00,69.00,76.4
2465,78.00,42.00,25.00,44.3
2466,59.00,81.00,29.00,48.4
2467,32.00,99.00,59.00,58.9
2468,62.00,66.00,91.00,77.3
2469,47.00,21.00,36.00,36.3
2470,52.00,23.00,53.00,46.7
2471,70.00,96.00,74.00,77.2
2472,32.00,83.00,85.00,68.7
2473,65.00,54.00,95.00,77.8
2474,44.00,89.00,66.00,64.0
2475,59.00,77.00,75.00,70.6
2476,96.00,25.00,87.00,77.3
2477,24.00,86.00,33.00,40.9
2478,76.00,85.00,72.00,75.8
2479,64.00,73.00,90.00,78.8
2480,56.00,94.00,78.00,74.6
2481,28.00,89.00,98.00,75.2
2482,32.00,83.00,25.00,38.7
2483,66.00,73.00,29.00,48.900000000000006
2484,26.00,77.00,21.00,33.7
2485,36.00,86.00,35.00,45.5
2486,73.00,44.00,61.00,61.2
2487,90.00,23.00,51.00,57.1
2488,52.00,48.00,31.00,40.7
2489,54.00,34.00,49.00,47.5
2490,32.00,64.00,65.00,54.9
2491,69.00,61.00,55.00,60.4
2492,54.00,64.00,64.00,61.0
2493,20.00,82.00,91.00,67.9
2494,25.00,62.00,32.00,35.9
2495,75.00,99.00,100.00,92.3
2496,23.00,28.00,71.00,48.0
2497,41.00,58.00,91.00,69.4
2498,70.00,88.00,33.00,55.1
2499,76.00,25.00,51.00,53.3
2500,62.00,27.00,49.00,48.5
2501,97.00,30.00,28.00,49.099999999999994
2502,24.00,45.00,84.00,58.2
2503,31.00,60.00,36.00,39.3
2504,30.00,32.00,64.00,47.4
2505,36.00,72.00,51.00,50.7
2506,35.00,41.00,21.00,29.200000000000003
2507,21.00,65.00,41.00,39.8
2508,50.00,54.00,66.00,58.8
2509,85.00,65.00,69.00,73.0
2510,32.00,57.00,96.00,69.0
2511,96.00,32.00,42.00,56.199999999999996
2512,53.00,25.00,95.00,68.4
2513,23.00,88.00,52.00,50.5
2514,86.00,70.00,70.00,74.8
2515,97.00,33.00,36.00,53.699999999999996
2516,74.00,21.00,37.00,44.9
2517,56.00,69.00,65.00,63.1
2518,24.00,56.00,76.00,56.4
2519,27.00,72.00,42.00,43.5
2520,20.00,70.00,77.00,58.5
2521,51.00,63.00,47.00,51.4
2522,82.00,87.00,55.00,69.5
2523,42.00,71.00,60.00,56.8
2524,83.00,51.00,85.00,77.6
2525,68.00,54.00,26.00,44.2
2526,90.00,92.00,52.00,71.4
2527,97.00,60.00,91.00,86.6
2528,65.00,71.00,32.00,49.7
2529,98.00,64.00,65.00,74.7
2530,81.00,29.00,70.00,65.1
2531,97.00,29.00,25.00,47.4
2532,29.00,30.00,40.00,34.7
2533,30.00,83.00,54.00,52.6
2534,61.00,37.00,51.00,51.2
2535,49.00,80.00,24.00,42.7
2536,92.00,96.00,53.00,73.3
2537,30.00,45.00,97.00,66.5
2538,69.00,22.00,81.00,65.6
2539,48.00,30.00,98.00,69.4
2540,50.00,79.00,53.00,57.3
2541,60.00,98.00,61.00,68.1
2542,97.00,84.00,20.00,55.9
2543,21.00,63.00,74.00,55.900000000000006
2544,24.00,33.00,50.00,38.8
2545,54.00,99.00,80.00,76.0
2546,40.00,28.00,100.00,67.6
2547,44.00,93.00,78.00,70.8
2548,78.00,48.00,65.00,65.5
2549,26.00,65.00,98.00,69.8
2550,74.00,62.00,56.00,62.6
2551,40.00,68.00,22.00,36.6
2552,79.00,40.00,91.00,77.2
2553,68.00,52.00,93.00,77.3
2554,72.00,54.00,33.00,48.9
2555,31.00,95.00,87.00,71.8
2556,66.00,23.00,38.00,43.400000000000006
2557,57.00,36.00,84.00,66.3
2558,40.00,80.00,47.00,51.5
2559,82.00,36.00,92.00,77.8
2560,21.00,37.00,21.00,24.2
2561,65.00,24.00,27.00,37.8
2562,80.00,69.00,60.00,67.8
2563,82.00,94.00,69.00,77.9
2564,63.00,29.00,57.00,53.2
2565,61.00,82.00,48.00,58.7
2566,96.00,66.00,39.00,61.5
2567,41.00,93.00,65.00,63.4
2568,73.00,68.00,41.00,56.0
2569,43.00,98.00,23.00,44.0
2570,45.00,31.00,91.00,65.2
2571,20.00,78.00,86.00,64.6
2572,47.00,37.00,74.00,58.5
2573,95.00,28.00,44.00,56.1
2574,27.00,81.00,77.00,62.8
2575,46.00,28.00,95.00,66.9
2576,64.00,97.00,62.00,69.6
2577,56.00,52.00,75.00,64.7
2578,45.00,71.00,88.00,71.7
2579,31.00,81.00,83.00,67.0
2580,84.00,26.00,49.00,54.9
2581,87.00,76.00,20.00,51.3
2582,40.00,50.00,42.00,43.0
2583,64.00,70.00,48.00,57.2
2584,66.00,29.00,53.00,52.1
2585,28.00,37.00,59.00,45.3
2586,51.00,36.00,30.00,37.5
2587,62.00,96.00,86.00,80.8
2588,61.00,47.00,62.00,58.7
2589,69.00,66.00,53.00,60.4
2590,41.00,45.00,49.00,45.8
2591,75.00,35.00,76.00,67.5
2592,27.00,58.00,77.00,58.2
2593,35.00,33.00,20.00,27.1
2594,65.00,82.00,25.00,48.400000000000006
2595,44.00,89.00,36.00,49.0
2596,93.00,39.00,86.00,78.7
2597,21.00,87.00,40.00,43.7
2598,78.00,48.00,61.00,63.5
2599,22.00,22.00,42.00,32.0
2600,23.00,66.00,99.00,69.6
2601,97.00,41.00,52.00,63.3
2602,42.00,36.00,51.00,45.3
2603,99.00,25.00,64.00,66.7
2604,25.00,42.00,36.00,33.9
2605,82.00,20.00,47.00,52.099999999999994
2606,39.00,41.00,37.00,38.4
2607,29.00,29.00,62.00,45.5
2608,39.00,75.00,38.00,45.7
2609,43.00,79.00,94.00,75.7
2610,87.00,70.00,48.00,64.1
2611,96.00,49.00,56.00,66.6
2612,54.00,42.00,46.00,47.6
2613,52.00,64.00,25.00,40.9
2614,84.00,98.00,30.00,59.8
2615,39.00,59.00,71.00,59.0
2616,26.00,26.00,64.00,45.0
2617,95.00,24.00,43.00,54.8
2618,78.00,45.00,51.00,57.9
2619,30.00,31.00,88.00,59.2
2620,95.00,69.00,30.00,57.3
2621,33.00,85.00,58.00,55.9
2622,20.00,97.00,34.00,42.400000000000006
2623,74.00,57.00,55.00,61.1
2624,67.00,65.00,38.00,52.099999999999994
2625,36.00,80.00,78.00,65.8
2626,98.00,59.00,46.00,64.2
2627,32.00,64.00,89.00,66.9
2628,48.00,22.00,26.00,31.799999999999997
2629,44.00,20.00,37.00,35.7
2630,37.00,72.00,58.00,54.5
2631,26.00,75.00,55.00,50.3
2632,23.00,72.00,49.00,45.8
2633,82.00,46.00,59.00,63.3
2634,48.00,42.00,48.00,46.8
2635,52.00,78.00,27.00,44.7
2636,49.00,73.00,36.00,47.3
2637,82.00,32.00,42.00,52.0
2638,77.00,77.00,89.00,83.0
2639,62.00,21.00,54.00,49.8
2640,70.00,47.00,75.00,67.9
2641,81.00,43.00,79.00,72.4
2642,54.00,71.00,32.00,46.4
2643,63.00,34.00,38.00,44.7
2644,22.00,59.00,74.00,55.4
2645,47.00,93.00,26.00,45.7
2646,45.00,37.00,93.00,67.4
2647,44.00,22.00,58.00,46.6
2648,79.00,35.00,58.00,59.7
2649,57.00,45.00,54.00,53.099999999999994
2650,45.00,99.00,47.00,56.8
2651,60.00,90.00,31.00,51.5
2652,20.00,62.00,47.00,41.9
2653,63.00,26.00,61.00,54.599999999999994
2654,50.00,28.00,70.00,55.6
2655,44.00,76.00,98.00,77.4
2656,20.00,81.00,31.00,37.7
2657,84.00,83.00,59.00,71.3
2658,63.00,94.00,37.00,56.2
2659,45.00,76.00,86.00,71.7
2660,48.00,47.00,63.00,55.3
2661,22.00,40.00,30.00,29.6
2662,91.00,71.00,57.00,70.0
2663,65.00,77.00,49.00,59.4
2664,23.00,69.00,87.00,64.2
2665,72.00,65.00,33.00,51.099999999999994
2666,28.00,44.00,82.00,58.2
2667,53.00,38.00,92.00,69.5
2668,46.00,74.00,69.00,63.1
2669,40.00,25.00,67.00,50.5
2670,33.00,48.00,55.00,47.0
2671,84.00,21.00,60.00,59.4
2672,68.00,46.00,68.00,63.6
2673,31.00,92.00,32.00,43.7
2674,84.00,48.00,79.00,74.3
2675,67.00,41.00,49.00,52.8
2676,90.00,37.00,39.00,53.9
2677,88.00,45.00,41.00,55.9
2678,67.00,47.00,55.00,57.0
2679,90.00,84.00,68.00,77.8
2680,66.00,28.00,45.00,47.900000000000006
2681,59.00,65.00,64.00,62.7
2682,21.00,28.00,32.00,27.9
2683,24.00,25.00,51.00,37.7
2684,86.00,26.00,84.00,73.0
2685,94.00,21.00,34.00,49.4
2686,51.00,40.00,37.00,41.8
2687,98.00,34.00,61.00,66.7
2688,23.00,26.00,88.00,56.1
2689,92.00,39.00,24.00,47.4
2690,37.00,36.00,79.00,57.8
2691,36.00,31.00,23.00,28.5
2692,62.00,80.00,79.00,74.1
2693,43.00,25.00,73.00,54.4
2694,65.00,36.00,67.00,60.2
2695,67.00,88.00,93.00,84.2
2696,93.00,57.00,36.00,57.3
2697,99.00,95.00,84.00,90.7
2698,52.00,87.00,56.00,61.0
2699,73.00,35.00,90.00,73.9
2700,33.00,87.00,47.00,50.800000000000004
2701,40.00,80.00,59.00,57.5
2702,62.00,59.00,68.00,64.4
2703,40.00,71.00,28.00,40.2
2704,90.00,39.00,92.00,80.8
2705,31.00,43.00,45.00,40.4
2706,79.00,23.00,74.00,65.3
2707,44.00,69.00,76.00,65.0
2708,20.00,60.00,20.00,28.0
2709,29.00,40.00,26.00,29.7
2710,85.00,97.00,99.00,94.4
2711,90.00,25.00,26.00,45.0
2712,51.00,71.00,41.00,50.0
2713,94.00,35.00,87.00,78.7
2714,86.00,99.00,78.00,84.6
2715,49.00,37.00,94.00,69.1
2716,72.00,40.00,56.00,57.599999999999994
2717,74.00,97.00,82.00,82.6
2718,35.00,73.00,22.00,36.1
2719,40.00,81.00,66.00,61.2
2720,39.00,66.00,36.00,42.9
2721,74.00,73.00,100.00,86.8
2722,62.00,40.00,87.00,70.1
2723,89.00,20.00,83.00,72.2
2724,29.00,83.00,58.00,54.3
2725,98.00,22.00,24.00,45.8
2726,96.00,80.00,63.00,76.3
2727,46.00,74.00,58.00,57.6
2728,40.00,97.00,77.00,69.9
2729,89.00,49.00,100.00,86.5
2730,20.00,52.00,50.00,41.4
2731,83.00,57.00,42.00,57.3
2732,30.00,29.00,54.00,41.8
2733,34.00,57.00,92.00,67.6
2734,44.00,87.00,52.00,56.6
2735,27.00,33.00,64.00,46.7
2736,78.00,54.00,66.00,67.2
2737,71.00,92.00,78.00,78.7
2738,60.00,54.00,69.00,63.3
2739,58.00,68.00,31.00,46.5
2740,30.00,30.00,23.00,26.5
2741,43.00,34.00,46.00,42.7
2742,50.00,71.00,90.00,74.2
2743,58.00,51.00,67.00,61.1
2744,75.00,78.00,94.00,85.1
2745,41.00,91.00,40.00,50.5
2746,20.00,39.00,64.00,45.8
2747,98.00,45.00,33.00,54.9
2748,43.00,24.00,97.00,66.2
2749,88.00,32.00,33.00,49.3
2750,46.00,29.00,34.00,36.6
2751,85.00,83.00,77.00,80.6
2752,21.00,60.00,95.00,65.8
2753,45.00,64.00,30.00,41.3
2754,76.00,40.00,24.00,42.8
2755,70.00,63.00,58.00,62.6
2756,34.00,78.00,64.00,57.8
2757,66.00,60.00,81.00,72.3
2758,31.00,81.00,85.00,68.0
2759,58.00,55.00,61.00,58.9
2760,40.00,71.00,100.00,76.2
2761,30.00,23.00,97.00,62.1
2762,26.00,86.00,36.00,43.0
2763,95.00,51.00,70.00,73.7
2764,97.00,56.00,78.00,79.3
2765,27.00,28.00,29.00,28.2
2766,89.00,99.00,31.00,62.0
2767,74.00,81.00,43.00,59.9
2768,27.00,33.00,56.00,42.7
2769,46.00,50.00,33.00,40.3
2770,53.00,24.00,25.00,33.2
2771,54.00,96.00,37.00,53.900000000000006
2772,34.00,20.00,55.00,41.7
2773,33.00,38.00,54.00,44.5
2774,47.00,100.00,51.00,59.6
2775,42.00,41.00,72.00,56.8
2776,80.00,59.00,96.00,83.8
2777,37.00,34.00,100.00,67.9
2778,42.00,59.00,71.00,59.9
2779,39.00,25.00,45.00,39.2
2780,56.00,65.00,24.00,41.8
2781,21.00,87.00,84.00,65.7
2782,30.00,56.00,95.00,67.7
2783,84.00,52.00,53.00,62.1
2784,34.00,21.00,79.00,53.9
2785,65.00,25.00,99.00,74.0
2786,42.00,76.00,84.00,69.8
2787,55.00,97.00,83.00,77.4
2788,58.00,81.00,50.00,58.599999999999994
2789,83.00,75.00,22.00,50.9
2790,24.00,37.00,77.00,53.1
2791,31.00,42.00,98.00,66.7
2792,67.00,49.00,94.00,76.9
2793,97.00,42.00,89.00,82.0
2794,25.00,49.00,47.00,40.8
2795,26.00,76.00,77.00,61.5
2796,90.00,80.00,67.00,76.5
2797,88.00,100.00,42.00,67.4
2798,75.00,57.00,64.00,65.9
2799,80.00,70.00,38.00,57.0
2800,40.00,40.00,90.00,65.0
2801,95.00,80.00,35.00,62.0
2802,98.00,73.00,63.00,75.5
2803,52.00,70.00,63.00,61.1
2804,49.00,78.00,38.00,49.3
2805,34.00,42.00,54.00,45.6
2806,22.00,63.00,52.00,45.2
2807,86.00,45.00,34.00,51.8
2808,55.00,90.00,24.00,46.5
2809,59.00,27.00,99.00,72.6
2810,80.00,88.00,90.00,86.6
2811,51.00,93.00,60.00,63.9
2812,69.00,42.00,32.00,45.1
2813,59.00,74.00,38.00,51.5
2814,84.00,92.00,46.00,66.6
2815,49.00,65.00,84.00,69.7
2816,30.00,77.00,62.00,55.4
2817,94.00,28.00,53.00,60.3
2818,76.00,45.00,87.00,75.3
2819,100.00,49.00,42.00,60.8
2820,26.00,70.00,35.00,39.3
2821,37.00,61.00,98.00,72.3
2822,70.00,91.00,85.00,81.7
2823,29.00,56.00,51.00,45.4
2824,40.00,33.00,25.00,31.1
2825,42.00,61.00,82.00,65.8
2826,29.00,84.00,33.00,42.0
2827,72.00,56.00,35.00,50.3
2828,22.00,48.00,51.00,41.7
2829,75.00,20.00,42.00,47.5
2830,61.00,88.00,55.00,63.400000000000006
2831,70.00,63.00,47.00,57.1
2832,43.00,79.00,99.00,78.2
2833,56.00,53.00,59.00,56.900000000000006
2834,50.00,41.00,23.00,34.7
2835,80.00,26.00,88.00,73.2
2836,33.00,80.00,54.00,52.9
2837,79.00,51.00,80.00,73.9
2838,53.00,94.00,39.00,54.2
2839,43.00,73.00,57.00,56.0
2840,64.00,25.00,22.00,35.2
2841,72.00,70.00,78.00,74.6
2842,48.00,97.00,22.00,44.8
2843,50.00,43.00,26.00,36.6
2844,68.00,92.00,78.00,77.8
2845,68.00,77.00,99.00,85.3
2846,31.00,53.00,52.00,45.9
2847,88.00,74.00,28.00,55.2
2848,21.00,38.00,58.00,42.9
2849,26.00,83.00,58.00,53.400000000000006
2850,94.00,85.00,46.00,68.2
2851,56.00,22.00,51.00,46.7
2852,96.00,75.00,82.00,84.8
2853,45.00,25.00,58.00,47.5
2854,46.00,37.00,100.00,71.2
2855,22.00,92.00,71.00,60.5
2856,52.00,87.00,45.00,55.5
2857,55.00,22.00,72.00,56.9
2858,47.00,32.00,56.00,48.5
2859,32.00,70.00,37.00,42.1
2860,26.00,79.00,82.00,64.6
2861,65.00,64.00,32.00,48.3
2862,32.00,83.00,42.00,47.2
2863,30.00,34.00,77.00,54.3
2864,54.00,75.00,72.00,67.2
2865,84.00,26.00,99.00,79.9
2866,66.00,59.00,50.00,56.6
2867,25.00,100.00,31.00,43.0
2868,59.00,71.00,91.00,77.4
2869,86.00,53.00,56.00,64.4
2870,43.00,52.00,42.00,44.3
2871,90.00,87.00,78.00,83.4
